CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
41314548,THINK COFFEE,Manhattan,1,BLEECKER STREET,10012,2125333366,Café/Coffee/Tea,05/21/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,05/21/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.725282272031,-73.992391081354,102,01,005502,1082610,1005297505,MN23
50043051,CHAMPION COFFEE,Brooklyn,142,NASSAU AVE,11222,7183833251,Café/Coffee/Tea,02/15/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9,A,02/15/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.724792990358,-73.947654341651,301,33,057100,3066880,3026830003,BK76
50056146,NOBLETREE COFFEE,Manhattan,185,GREENWICH ST,10007,7183054255,Café/Coffee/Tea,04/15/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,38,,,09/30/2019,Cycle Inspection / Initial Inspection,40.711829780109,-74.01208739719,101,01,001300,1089309,1000580001,MN25
41161770,BRIDGE COFFEE SHOP,Brooklyn,73,BRIDGE STREET,11201,7187970825,Spanish,03/27/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,18,,,09/30/2019,Cycle Inspection / Initial Inspection,40.702208976857,-73.984700892048,302,33,002100,3000143,3000550011,BK38
41651295,GREY LADY/RISE COFFEE,Manhattan,77,DELANCEY STREET,10002,6465805239,American,07/16/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,21,B,07/16/2019,09/30/2019,Cycle Inspection / Re-inspection,40.719081660515,-73.990010844933,103,01,001800,1005470,1004140050,MN27
50053497,ZATGO COFFEE ROOM,Manhattan,120,LAFAYETTE ST,10013,6469322322,Café/Coffee/Tea,12/09/2016,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Y,30,,,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.718541375445,-74.000436503404,102,01,004500,1002689,1002090024,MN24
50009675,KINSHIP COFFEE,Queens,3005,STEINWAY ST,11103,6465122106,Café/Coffee/Tea,08/28/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,30,,,09/30/2019,Cycle Inspection / Initial Inspection,40.763422719285,-73.915358510686,401,22,014900,4011253,4006800046,QN70
50046685,LOMA COFFEE SHOP & RESTAURANT,Brooklyn,454,ROCKAWAY AVE,11212,3474425774,Spanish,10/01/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,31,,,09/30/2019,Cycle Inspection / Initial Inspection,40.668952352824,-73.910565547869,316,41,092400,3326597,3035210052,BK81
50071254,BLUE BOTTLE COFFEE,Manhattan,60,E 42ND ST,10165,5103503600,Café/Coffee/Tea,06/15/2018,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,N,,,,09/30/2019,Administrative Miscellaneous / Re-inspection,40.752525062052,-73.978661737793,105,04,008200,1035335,1012760042,MN20
50089586,COFFEE LAB 38,Queens,1416B,CLINTONVILLE ST,11357,3479490577,Sandwiches/Salads/Mixed Buffet,06/03/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,22,,,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.789039323872,-73.811396060852,407,19,098700,4538619,4046780008,QN49
50045296,ORGANIC FOOD NATURAL JUICES AND COFFEE SHOP II CORP,Queens,8630,ROOSEVELT AVE,11372,9174201425,Spanish,02/08/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,24,,,09/30/2019,Cycle Inspection / Initial Inspection,40.748123920806,-73.879135674381,404,21,026901,4037049,4015010054,QN29
41298537,BROOKLYN BAGEL & COFFEE COMPANY,Manhattan,286,8 AVENUE,10001,2129242824,Bagels/Pretzels,03/01/2017,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,N,11,A,03/01/2017,09/30/2019,Cycle Inspection / Initial Inspection,40.746200350988,-73.997809355437,104,03,009100,1014168,1007740004,MN13
50045296,ORGANIC FOOD NATURAL JUICES AND COFFEE SHOP II CORP,Queens,8630,ROOSEVELT AVE,11372,9174201425,Spanish,07/26/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,48,,,09/30/2019,Cycle Inspection / Initial Inspection,40.748123920806,-73.879135674381,404,21,026901,4037049,4015010054,QN29
50000768,"BUFFALO WILD WINGS, PEETS COFFEE & TEA, BENTO SUSHI",Queens,NKA,JFK INTERNATIONAL AIRPORT,11430,7187514769,American,09/29/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,13,A,09/29/2016,09/30/2019,Cycle Inspection / Re-inspection,40.648312826068,-73.788281497594,483,28,071600,4000000,4142600001,QN98
50032834,GRADE COFFEE,Brooklyn,101,N 8TH ST,11249,3476753477,Café/Coffee/Tea,02/06/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,27,B,02/06/2019,09/30/2019,Cycle Inspection / Re-inspection,40.7196814329,-73.959202463328,301,33,055700,3061765,3023100038,BK73
50040175,THINK COFFEE,Manhattan,500,W 30TH ST,10001,6466494053,Café/Coffee/Tea,01/25/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,21,,,09/30/2019,Cycle Inspection / Initial Inspection,40.752118070946,-74.001158582559,104,03,009900,1089862,1007017502,MN13
50003000,ROMEO & JULIET COFFEE HOUSE,Manhattan,555,W 42 STREET,10036,6467073789,Café/Coffee/Tea,07/26/2017,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,21,,,09/30/2019,Cycle Inspection / Initial Inspection,40.760363300205,-73.997213280737,104,03,012900,1026911,1010710001,MN15
50051127,MOMENTO'S PIZZA COFFEE SHOP,Queens,4053,99TH ST,11368,7187792026,Pizza,09/26/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,09/26/2016,09/30/2019,Pre-permit (Operational) / Re-inspection,40.74862816549,-73.866062575875,404,21,040700,4040280,4016080036,QN26
50054099,STARBUCKS COFFEE,Manhattan,10,WAVERLY PL,10003,9292590304,Café/Coffee/Tea,09/22/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,15,,,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.730019842949,-73.994183759018,102,01,005900,1008826,1005470018,MN23
50015185,MARCY & MYRTLE COFFEE BAR,Brooklyn,574,MARCY AVE,11206,9176620727,Café/Coffee/Tea,06/15/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,06/15/2016,09/30/2019,Cycle Inspection / Re-inspection,40.695048591141,-73.94915271648,303,36,025300,3338620,3017540044,BK75
50002623,LE CAFE COFFEE,Manhattan,7,EAST 14TH STREET,10003,2123651060,American,01/23/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,A,01/23/2019,09/30/2019,Cycle Inspection / Re-inspection,40.735852416673,-73.993245062113,105,02,005200,1016062,1008420007,MN13
50082037,SHM BAGEL COFFEE SHOP,Brooklyn,895,GRAND ST,11211,9175620573,Mexican,12/05/2018,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,9,A,12/05/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.712574020673,-73.938115867724,301,34,048100,3070469,3029230026,BK90
40872441,STARBUCKS COFFEE,Manhattan,599,LEXINGTON AVENUE,10022,2127541864,Café/Coffee/Tea,06/04/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,17,,,09/30/2019,Cycle Inspection / Initial Inspection,40.758268177392,-73.971054408587,106,04,010000,1036467,1013070023,MN19
50043051,CHAMPION COFFEE,Brooklyn,142,NASSAU AVE,11222,7183833251,Café/Coffee/Tea,09/22/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,5,A,09/22/2016,09/30/2019,Cycle Inspection / Re-inspection,40.724792990358,-73.947654341651,301,33,057100,3066880,3026830003,BK76
50053479,THINK COFFEE,Manhattan,280,3RD AVE,10010,9176922571,Café/Coffee/Tea,03/08/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,10,A,03/08/2017,09/30/2019,Cycle Inspection / Initial Inspection,40.738069227848,-73.983707498221,106,02,006800,1089666,1008777501,MN21
50010699,ALBERT'S COFFEE SHOP,Bronx,405,HUNTS POINT AVE,10474,7183286500,American,04/25/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,18,,,09/30/2019,Cycle Inspection / Initial Inspection,40.809742798804,-73.880901810634,202,17,009300,2006921,2027720217,BX27
50067128,DEMITASSE COFFEE & TEA,Manhattan,973,COLUMBUS AVE,10025,6463717186,Café/Coffee/Tea,06/13/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,16,B,06/13/2018,09/30/2019,Cycle Inspection / Re-inspection,40.800342627985,-73.962045982133,107,07,019300,1055705,1018430062,MN09
50056104,RGA CAFE & COFFEE BAR,Manhattan,450,W 33RD ST,10001,9737399060,American,03/29/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13,A,03/29/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.753567304304,-73.998837782767,104,03,010300,1085401,1007299001,MN13
41308135,GIMME COFFEE,Manhattan,228,MOTT STREET,10012,2122264011,Café/Coffee/Tea,04/24/2018,Establishment re-opened by DOHMH,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,6,P,04/24/2018,09/30/2019,Cycle Inspection / Reopening Inspection,40.722444332192,-73.995129634394,102,01,004300,1007475,1004930009,MN24
50002504,CASELLA BAGEL COFFEE SHOP,Brooklyn,66,WILLOUGHBY ST,11201,7185225641,American,12/08/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9,A,12/08/2016,09/30/2019,Cycle Inspection / Initial Inspection,40.692171518225,-73.986059072852,302,33,001100,3000408,3001520026,BK38
50038218,COFFEE SHOP ON 8TH AVE,Brooklyn,5408,8TH AVE,11220,7188539888,Bakery,12/22/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,12/22/2016,09/30/2019,Cycle Inspection / Re-inspection,40.638758825962,-74.00617217261,307,38,010600,3014819,3008260041,BK34
50074054,NEW YORK CITY BAGEL COFFEE HOUSE,Queens,2910,BROADWAY,11106,6469058504,Bagels/Pretzels,05/22/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,12,A,05/22/2019,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.762629128704,-73.926817233728,401,22,005300,4617928,4005860035,QN70
41233392,INTERNATIONAL COFFEE SHOP,Brooklyn,556,WORTMAN AVENUE,11208,7182723545,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/20/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,11/20/2018,09/30/2019,Cycle Inspection / Re-inspection,40.661868804666,-73.873471467668,305,42,107800,3099000,3045420001,BK82
41221268,INTERNATIONAL COFFEE SHOP,Queens,5940,MYRTLE AVENUE,11385,7183660904,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",06/12/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,11,A,06/12/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.700501572334,-73.898311491561,405,34,055700,4086686,4035870027,QN20
